"offset","length","en","id"
"252888","33","You stay put, I'll be there soon.","Kamu tetap di sini, aku akan segera ke sana."
"252927","23","Your inventory is FULL.","Persediaan Anda LENGKAP."
"252951","142","Your DAILY INFLUENCE is limited by your FAME. You can temporarily earn more Influence, but it will gradually diminish if it exceeds your Fame.","PENGARUH HARIAN Anda dibatasi oleh FAME Anda. Anda dapat memperoleh lebih banyak Pengaruh untuk sementara, namun secara bertahap akan berkurang jika melebihi Ketenaran Anda."
"253094","53","Black Friday, I assume you copied that? Highroad out.","Black Friday, saya berasumsi Anda menyalinnya? Jalan raya keluar."
"253148","24","We'll take it from here.","Kami akan mengambilnya dari sini."
"253173","74","No, forget it, it's stupid, it's way too risky. I'm sorry I brought it up.","Tidak, lupakan saja, itu bodoh, itu terlalu beresiko. Aku minta maaf karena telah mengungkitnya."
"253248","100","He was... amazing. I know it must have been hard for him after Mom died, but he never let me see it.","Dia... luar biasa. Aku tahu pasti berat baginya setelah Ibu meninggal, tapi dia tidak pernah membiarkanku melihatnya."
"253349","63","You call that a perimeter? They're swarming all over that shit!","Anda menyebutnya perimeter? Mereka berkerumun di mana-mana!"
"253413","19","Signal Investigated","Sinyal Diselidiki"
"253433","48","Mickey? Hell no. He was the one that stopped it.","Miki? Tidak. Dialah yang menghentikannya."
"253482","78","You watch my back, and we'll split everything we find fifty-fifty. Sound fair?","Awasi aku, dan kita akan membagi semua yang kita temukan lima puluh lima puluh. Kedengarannya adil?"
"253561","66","The survivors at the Grange seem like an interesting group. - %1$s","Para penyintas di Grange tampak seperti kelompok yang menarik. - %1$s"
"253628","59","Perform 50 Zombie Executions (Breakdown Level 3 or Higher).","Lakukan 50 Eksekusi Zombie (Breakdown Level 3 atau Lebih Tinggi)."
"253688","72","No! No way, I am not moving one inch! Fuck you, you think I want to die?","TIDAK! Tidak mungkin, aku tidak bergerak satu inci pun! Persetan, kamu pikir aku ingin mati?"
"253761","42","Uhh... let's hold off on the move for now.","Uhh... mari kita tunda dulu pergerakannya untuk saat ini."
"253804","24","Tell %s to board the RV.","Beritahu %s untuk naik RV."
"253829","80","But it should keep you from getting swarmed the first time you fire off a round.","Namun hal ini akan mencegah Anda dikerumuni saat pertama kali menembakkan peluru."
"253910","193","I'm not even afraid of getting killed by zombies any more. It's the long, slow death that scares me. Starving, or sick, or lying broken-legged in a muddy ditch somewhere. Gives me chills. -%1$s","Saya bahkan tidak takut lagi dibunuh oleh zombie. Kematian yang lama dan lambat itulah yang membuatku takut. Kelaparan, atau sakit, atau terbaring patah kaki di selokan berlumpur di suatu tempat. Membuatku merinding. -%1$s"
"254104","19","HOME: Ally Returned","RUMAH: Sekutu Kembali"
"254124","63","I didn't mean to kill 'em... Christ, it was an accident! - %1$s","Aku tidak bermaksud membunuh mereka... Astaga, itu kecelakaan! - %1$s"
"254188","21","Return Vienna to Base","Kembalikan Wina ke Pangkalan"
"254217","64","And we're done building. You coming home for the ribbon cutting?","Dan kami sudah selesai membangun. Anda pulang ke rumah untuk pemotongan pita?"
"254282","67","Attitudes go out the window when someone is seriously Hurt or Sick.","Sikap akan hilang ketika seseorang terluka parah atau sakit."
"254350","48","Yeah, well, people are scared. Only makes sense.","Ya, baiklah, orang-orang takut. Hanya masuk akal."
"254399","31","Civilian disarmament continues.","Perlucutan senjata sipil terus berlanjut."
"254431","32","Outstanding. Well done, Ms. Cho.","Luar biasa. Bagus sekali, Nona Cho."
"254464","28","Standard issue police baton.","Tongkat polisi standar."
"254493","70","These guys are well-trained, well-armed, and they've got a helicopter!","Orang-orang ini terlatih, bersenjata lengkap, dan mereka punya helikopter!"
"254564","36","Ready to go collect some explosives?","Siap mengumpulkan bahan peledak?"
"254601","54","I love running over zombies, but it's risky, you know?","Saya suka menabrak zombie, tapi itu berisiko, Anda tahu?"
"254656","17","Got you, asshole!","Mengerti, brengsek!"
"254674","14","Misspent Youth","Pemuda yang Disalahgunakan"
"254689","17","Help me out here.","Bantu aku di sini."
"254707","34","You get it done, plain and simple.","Anda menyelesaikannya, jelas dan sederhana."
"254742","28","Fell in the initial assault.","Jatuh dalam serangan awal."
"254771","19","So we ain't moving.","Jadi kami tidak akan bergerak."
"254791","117","We've gotten word that another group of survivors wants to trade some of their Food for some of our Ammunition. -%2$s","Kami mendapat kabar bahwa kelompok penyintas lain ingin menukar sebagian Makanan mereka dengan sebagian Amunisi kami. -%2$s"
"254909","58","Becca, it's Quentin. We found Jack, we're on our way home.","Becca, ini Quentin. Kami menemukan Jack, kami sedang dalam perjalanan pulang."
"254968","13","People Person","Orang Orang"
"254982","15","Leave it alone.","Biarkan saja."
"254998","100","Individual attitudes change frequently, affected by pride, gratitude, hope, fear, sorrow, and anger.","Sikap individu sering berubah, dipengaruhi oleh rasa bangga, syukur, harapan, ketakutan, kesedihan, dan kemarahan."
"255099","88","Kind of makes you miss the days of car accidents and heart attacks. (Medical knowledge.)","Membuat Anda merindukan hari-hari kecelakaan mobil dan serangan jantung. (Pengetahuan medis.)"
"255188","18","Wow, the governor.","Wah, Gubernur."
"255207","64","Ma'am, you may want to hear this. I picked it up over the radio.","Bu, Anda mungkin ingin mendengar ini. Saya mengambilnya melalui radio."
"255272","10","Attention!","Perhatian!"
"255283","10","No Worries","Jangan Khawatir"
"255294","16","Condensed Supply","Pasokan Terkondensasi"
"255311","22","EXPIRED: Hadley Westen","KEDALUWARSA: Hadley Westen"
"255347","10","Sup, brah?","Sup, brah?"
"255358","28","Stay there. I'm coming down!","Tetap di sana. aku turun!"
"255387","22","Protect Michele Martin","Lindungi Michele Martin"
"255410","55","I'm still feeling pretty energized. I better save this.","Saya masih merasa cukup bersemangat. Lebih baik aku simpan ini."
"255466","67","We just heard from the medivac pilot on your successful extraction.","Kami baru saja mendengar dari pilot medivac tentang keberhasilan ekstraksi Anda."
"255541","67","Look, you mind... leaving me alone with her? I want to say goodbye.","Dengar, kamu keberatan... meninggalkanku sendirian bersamanya? Saya ingin mengucapkan selamat tinggal."
"255609","52","An outpost would give us more warning about attacks.","Sebuah pos terdepan akan memberi kita lebih banyak peringatan tentang serangan."
"255662","42","Just stopping by to see if I can help out.","Hanya mampir untuk melihat apakah saya bisa membantu."
"255705","45","Yes ma'am. You heard her, people, let's move!","Ya, Bu. Anda mendengarnya, teman-teman, ayo bergerak!"
"255751","20","I'm in trouble here!","Aku dalam masalah di sini!"
"255772","44","Have you had a chance to check on Jacob yet?","Apakah Anda sempat memeriksa Jacob?"
"255817","67","And the law says that all food goes into the community food supply.","Dan undang-undang mengatakan bahwa semua makanan masuk ke dalam persediaan makanan masyarakat."
"255885","196","We left Madison Grant on her own for too long. Now there's no trace of her. Probably carried off by a zombie ... or AS a zombie. General Connors won't be happy when the next helo comes back empty.","Kami terlalu lama meninggalkan Madison Grant sendirian. Sekarang tidak ada jejaknya. Mungkin dibawa oleh zombie... atau SEBAGAI zombie. Jenderal Connors tidak akan senang jika helikopter berikutnya kembali kosong."
"256082","24","%s Supply Run: Preparing","%s Pengoperasian Pasokan: Persiapan"
"256107","130","Nah, I don't feel bad about killing these things. They're stupid. You can tell 'cause they don't run away when they see us coming.","Nah, saya tidak merasa bersalah membunuh makhluk-makhluk ini. Mereka bodoh. Anda bisa mengetahuinya karena mereka tidak lari saat melihat kita datang."
"256238","34","Hope I don't need more food later.","Semoga aku tidak membutuhkan makanan lagi nanti."
"256273","17","A problem solver.","Seorang pemecah masalah."
"256291","19","Dereliction of duty","Kelalaian tugas"
"256317","15","Auto Dealership","Dealer Mobil"
"256354","15","Daily Influence","Pengaruh Harian"
"256370","57","The outbreak condition in Lisbon has worsened to SERIOUS.","Kondisi wabah di Lisbon semakin memburuk hingga SERIUS."
"256429","75","Over 80,000 citizens have gathered outside Sao Jorge Castle seeking refuge.","Lebih dari 80.000 warga berkumpul di luar Kastil Sao Jorge untuk mencari perlindungan."
"256505","21","29 STORY Sergio Miles","29 CERITA Sergio Miles"
"256527","28","There's a big one out there!","Ada yang besar di luar sana!"
"256556","20","Nothing to see here.","Tidak ada yang bisa dilihat di sini."
"256577","35","Having trouble keeping it together.","Mengalami kesulitan untuk menyatukannya."
"256613","36","And here we are. Thanks for driving.","Dan inilah kami. Terima kasih sudah mengemudi."
"256650","61","Max Out Every Type of Facility. (Breakdown Level 1 or Higher)","Maksimalkan Setiap Jenis Fasilitas. (Kerusakan Level 1 atau Lebih Tinggi)"
"256712","17","Rosetta Recording","Rekaman Rosetta"
"256730","52","Collect 150 Resources (Breakdown Level 4 or Higher).","Kumpulkan 150 Sumber Daya (Rincian Level 4 atau Lebih Tinggi)."
"256791","18","Zed Hunt (Armored)","Zed Hunt (Lapis Baja)"
"256810","140","Hey! So, look, we're not doing that great here. You seem to have your shit together, so we were hoping you'd let us join up with your group.","Hei! Jadi, lihat, kami tidak melakukannya dengan baik di sini. Sepertinya kalian sedang asyik bersama, jadi kami berharap kalian mengizinkan kami bergabung dengan grup kalian."
"256951","16","(Royell Vincent)","(Royell Vincent)"
"256968","53","And you wouldn't know anything about this, would you?","Dan Anda tidak akan tahu apa-apa tentang ini, bukan?"
"257022","38","Reconnect your controller to continue.","Hubungkan kembali pengontrol Anda untuk melanjutkan."
"257061","40","Well, safe bet they heard us rolling up.","Ya, yakinlah mereka mendengar kami berguling."
"257107","24","30 GENERIC Frank Johnson","30 GENERIK Frank Johnson"
"257132","9","Ammo Drop","Penurunan amunisi"
"257142","88","You do understand that the others are getting tired of you flying off the handle, right?","Anda benar-benar memahami bahwa orang lain mulai bosan karena Anda tidak bisa mengendalikan diri, bukan?"
"257231","46","A home site needs a defensible perimeter wall.","Sebuah situs rumah membutuhkan dinding perimeter yang dapat dipertahankan."
"257278","29","Low profile, slim but brutal.","Profil rendah, ramping tapi brutal."
"257308","46","Um ... I don't even think we have one anymore.","Um... Aku rasa kita sudah tidak punya lagi."
"257355","32","All right, we're good from here.","Baiklah, kita baik-baik saja dari sini."
"257388","10","Help here!","Bantuan di sini!"
"257399","21","Infestation up ahead.","Infestasi di depan."
"257421","57","Light weight polymer, accurate and reliable. Enough said.","Polimer ringan, akurat dan andal. Cukup berkata."
"257479","71","Drone recon, air strikes ... they're standing by for you. Doghouse out.","Pengintaian drone, serangan udara... mereka siap membantu Anda. Rumah anjing keluar."
"257551","21","Zombies to your left!","Zombi di sebelah kiri Anda!"
"257573","9","Grundherr","Grundherr"
"257583","78","Dan Bogatz is on the way to the capital. We weren't able to save his daughter.","Dan Bogatz sedang dalam perjalanan ke ibu kota. Kami tidak dapat menyelamatkan putrinya."
"257662","96","Okay, so in terms of raw firepower it's not that impressive, but they'll make good distractions.","Oke, jadi dalam hal daya tembak mentahnya, itu tidak terlalu mengesankan, tapi itu bisa menjadi pengalih perhatian yang baik."
"257759","121","Hey, army guys. If this is what it means to get your help, how about you just get back in your tank and go the fuck home.","Hei, teman-teman tentara. Jika ini artinya mendapatkan bantuan, bagaimana kalau kamu kembali ke tangki dan pulang ke rumah."
"257881","23","HOME: Illness Spreading","RUMAH: Penyakit Menyebar"
"257905","21","Short Barreled Rifle.","Senapan Laras Pendek."
"257927","41","Jeez, man. He's got a temper on him, huh?","Astaga, kawan. Dia marah padanya, ya?"
"257969","49","I don't know what they mean. Keep your eyes open.","Saya tidak tahu apa maksudnya. Buka matamu."
"258019","18","Almost...almost...","Hampir...hampir..."
"258038","35","News flash for my fellow survivors!","Berita sekilas untuk rekan-rekan saya yang selamat!"
"258074","55","Seems reasonable. Things have been pretty tight lately.","Tampaknya masuk akal. Segalanya menjadi sangat ketat akhir-akhir ini."
"258130","70","Hell. Guess we're staying put till one of you changes your mind, then.","Neraka. Sepertinya kita akan tetap diam sampai salah satu dari kalian berubah pikiran."
"258201","102","Sounds like %1$s' people aren't too happy with us. I guess %1$s really needed that escort home. - %2$s","Kedengarannya seperti %2$s' orang-orang tidak terlalu senang dengan kami. Saya kira %2$s sangat membutuhkan pendamping pulang. - %2$s"
"258304","129","I... the things I saw. I try not to think about my students. Sometimes I succeed... for a minute or two. (Counseling experience.)","Aku... hal-hal yang kulihat. Saya mencoba untuk tidak memikirkan murid-murid saya. Terkadang saya berhasil... selama satu atau dua menit. (Pengalaman konseling.)"
"258434","48","You keep lining up. I'll keep knocking you down.","Anda terus mengantri. Aku akan terus menjatuhkanmu."
"258483","62","Keep it down. They'll come check out any loud noise they hear.","Tetap tenang. Mereka akan datang untuk memeriksa suara keras apa pun yang mereka dengar."
"258546","47","You're... kind of one of a kind, you know that?","Kamu... tipe yang unik, kamu tahu itu?"
"258601","19","That's it, I'm out.","Itu saja, aku keluar."
"258621","46","There you go, don't spend it all in one place.","Ini dia, jangan habiskan semuanya di satu tempat."
"258668","173","We have a new commanding officer. Hopefully, they'll do a better job of staying alive than the last one. Check the Ops Center to see what this Warrant Officer is capable of.","Kami memiliki komandan baru. Mudah-mudahan, mereka akan melakukan pekerjaan yang lebih baik untuk tetap hidup dibandingkan yang sebelumnya. Periksa Pusat Operasi untuk mengetahui kemampuan Petugas Waran ini."
"258842","68","It's a bunch of explosives stuffed into a pipe. What could go wrong?","Itu adalah sekumpulan bahan peledak yang dimasukkan ke dalam pipa. Apa yang salah?"
"258911","19","You sure can shoot.","Anda yakin bisa menembak."
"258937","12","Voice Volume","Volume Suara"
"258950","40","Should give us some protection, anyways.","Seharusnya memberi kita perlindungan."
"258991","23","Watch out on the right!","Hati-hati di sebelah kanan!"
"259015","18","Relocate Home Base","Relokasi Pangkalan Rumah"
"259034","20","ATTITUDE: Frustrated","SIKAP: Frustrasi"
"259055","58","Wait up, Major. There's another place I want to check out.","Tunggu, Mayor. Ada tempat lain yang ingin saya periksa."
"259114","209","So... I hear this commotion out in the hall, and I go to see what it is. And these things are just dragging people to the ground, ripping at them like dogs with scraps of meat. And then one of them noticed me.","Jadi... Aku mendengar keributan di aula, dan aku pergi untuk melihat apa itu. Dan hal-hal ini hanya menyeret orang ke tanah, mencabik-cabik mereka seperti anjing dengan potongan daging. Dan kemudian salah satu dari mereka memperhatikan saya."
"259324","36","Yeah... I'm sort of rethinking this.","Ya... Aku sedang memikirkan ulang hal ini."
"259361","8","%+d Fame","%+d Ketenaran"
"259370","131","Every item has a history and a soul of its own. Of course, I wouldn't expect someone like you to understand. (Hoarding tendencies.)","Setiap item memiliki sejarah dan jiwanya sendiri. Tentu saja, saya tidak berharap orang seperti Anda mengerti. (Kecenderungan menimbun.)"
"259502","30","Take this. Gonna need it soon.","Ambil ini. Akan membutuhkannya segera."
"259533","115","Don't downplay this: if I hadn't been here, %2$s would be dead meat. We need to deal with this situation with %2$s.","Jangan meremehkan ini: jika saya tidak berada di sini, %2$s akan menjadi daging mati. Kita perlu menghadapi situasi ini dengan %2$s."
"259649","94","%1$s tried their hand at hunting the most dangerous game. What? No, not people. Freaks. - %2$s","%2$s mencoba berburu hewan paling berbahaya. Apa? Tidak, bukan orang. Orang aneh. - %2$s"
"259744","18","Right on, brother!","Langsung saja, saudara!"
"259763","32","Doc says Eli ain't good to move.","Dokter bilang Eli tidak pandai bergerak."
"259796","75","I got Lily's brother home safe. Hopefully his boyfriend made it too. - %1$s","Aku membawa saudara laki-laki Lily pulang dengan selamat. Semoga pacarnya juga berhasil. - %1$s"
"259872","13","New neighbor.","Tetangga baru."
"259894","76","Is this about those bodies they brought in last week? I was right, wasn't I?","Apakah ini tentang mayat yang mereka bawa minggu lalu? Saya benar, bukan?"
"259971","20","We've got a problem.","Kami punya masalah."
"259992","27","Continue Breakdown Scenario","Lanjutkan Skenario Perincian"
"260020","18","Chemistry Textbook","Buku Ajar Kimia"
"260039","22","Return to mission area","Kembali ke area misi"
"260062","25","We just lost one! Dammit!","Kami baru saja kehilangan satu! Sial!"
"260088","62","If I had some more hardware, I might be able to decipher them.","Jika saya memiliki lebih banyak perangkat keras, saya mungkin dapat menguraikannya."
"260151","20","Nothing I need here.","Tidak ada yang saya perlukan di sini."
"260172","25","Here you go, as promised.","Ini dia, seperti yang dijanjikan."
"260206","77","Avoid the VISION CONE and don't make NOISE near a HORDE to prevent detection.","Hindari VISION CONE dan jangan membuat KEBISINGAN di dekat HORDE untuk mencegah deteksi."
"260284","29","Lead the Runners Back to Base","Pimpin Pelari Kembali ke Pangkalan"
"260314","67","Takes a lot of courage to go out there and bring back what we need.","Dibutuhkan banyak keberanian untuk keluar dan membawa kembali apa yang kita butuhkan."
"260382","61","Goddammit! Come on, let's find a ride and get this shit home.","Sialan! Ayo, kita cari tumpangan dan bawa barang ini pulang."
"260444","51","The CS has a longer barrel for stability and scope.","CS memiliki laras yang lebih panjang untuk stabilitas dan cakupan."
"260496","82","Massive detonation reported from the vicinity of the Trumbull Containment Barrier.","Ledakan besar-besaran dilaporkan terjadi di sekitar Trumbull Containment Barrier."
"260580","22","Wall breach suspected.","Diduga ada pelanggaran tembok."
"260603","38","Don't worry, I'll get you outta there!","Jangan khawatir, aku akan mengeluarkanmu dari sana!"
"260642","45","Creates a few homemade Chemical Incendiaries.","Membuat beberapa Pembakar Kimia buatan sendiri."
"260688","35","Trait Discovered: Childhood Lessons","Sifat yang Ditemukan: Pelajaran Masa Kecil"
"260724","13","Modern Pickup","Penjemputan Modern"
"260738","52","Mid-range round for pistols and some submachineguns.","Peluru jarak menengah untuk pistol dan beberapa senapan mesin ringan."
"260791","35","We gotta take that feral out first.","Kita harus membasmi binatang buas itu terlebih dahulu."
"260827","19","Gotta stay together","Harus tetap bersama"
"260847","8","Thomason","Thomason"
"260856","83","Haven't seen any other Army choppers land near us, but we'll keep an eye out. -%1$s","Kami belum pernah melihat helikopter Angkatan Darat lainnya mendarat di dekat kami, namun kami akan terus mewaspadainya. -%1$s"
"260940","55","Ever done a donut on a zombie's head? It's pretty cool.","Pernah membuat donat di kepala zombie? Itu cukup keren."
"260996","10","Access Axe","Akses Kapak"
"261007","20","Pallets of Materials","Palet Bahan"
"261028","51","Before all this, I used to be an adrenaline junkie.","Sebelumnya, saya adalah seorang pecandu adrenalin."
"261080","35","Complete Sudoku puzzles 50% faster.","Selesaikan teka-teki Sudoku 50% lebih cepat."
"261116","98","What if I turn while we're airborne, attack the pilot? Bring us all down? What good did I do then?","Bagaimana jika saya berbalik saat kita mengudara, menyerang pilotnya? Jatuhkan kami semua? Lalu apa kebaikan yang saya lakukan?"
"261215","33","I figured we need all we can get.","Saya pikir kita membutuhkan semua yang bisa kita dapatkan."
"261249","67","Let me ask you something, army guys. Are you doing this on purpose?","Izinkan saya menanyakan sesuatu kepada Anda, teman-teman tentara. Apakah kamu melakukan ini dengan sengaja?"
"261317","17","Built 8 outposts.","Membangun 8 pos terdepan."
"261335","76","%1$s tried to fight off that attack themselves. It... didn't go well. - %2$s","%2$s mencoba melawan serangan itu sendiri. Itu... tidak berjalan dengan baik. - %2$s"
"261412","30","Dojo option added temporarily.","Opsi Dojo ditambahkan sementara."
"261443","12","Leave it be.","Biarkan saja."
"261464","36","They'll come help for a few minutes.","Mereka akan datang membantu selama beberapa menit."
"261501","10","That's it!","Itu saja!"
"261512","10","He's gone.","Dia sudah pergi."
"261523","24","89 GENERIC Danny Bilkins","89 GENERIK Danny Bilkins"
"261563","39","Uhhh.... I may be in some trouble here!","Uhhh.... Aku mungkin mendapat masalah di sini!"
"261603","81","Community members who are Sick have a chance to recover (or get worse) every day.","Anggota masyarakat yang Sakit mempunyai peluang untuk sembuh (atau bertambah parah) setiap harinya."
"261685","79","Never would have expected that from Alan... maybe I was wrong about him. - %1$s","Tidak pernah kusangka hal itu dari Alan... mungkin aku salah tentang dia. - %1$s"
"261765","34","Stay put, Private, and stay alive.","Tetap di tempat, Prajurit, dan tetap hidup."
"261807","14","Fuckin' sweet!","Manis sekali!"
"261822","16","The Best Defense","Pertahanan Terbaik"
"261839","17","Lifted the siege.","Mengangkat pengepungan."
"261857","30","Come back later. (Unavailable)","Kembali lagi nanti. (Tidak tersedia)"
"261894","134","Have you see what we've got for building supplies? We try to build anything bigger than a birdhouse and we're gonna have nothing left.","Pernahkah Anda melihat apa yang kami punya untuk perlengkapan bangunan? Kami mencoba membangun sesuatu yang lebih besar dari sangkar burung dan kami tidak punya apa-apa lagi."
"262029","10","Dispatcher","pengirim"
"262040","95","This 870 is a tsunami of aftermarket parts by Schmidt Tactical. Inscribed with the word ""Odin"".","870 ini adalah tsunami suku cadang aftermarket oleh Schmidt Tactical. Tertulis dengan kata ""Odin""."
"262136","20","Resolution 1280x1024","Resolusi 1280x1024"
"262157","76","We try not to travel in large groups too often. Attracts too much attention.","Kami berusaha untuk tidak terlalu sering bepergian dalam kelompok besar. Menarik terlalu banyak perhatian."
"262234","16","Knockdown Chance","Peluang Knockdown"
"262251","27","57 GENERIC Laura Gilbraithe","57 GENERIK Laura Gilbraithe"
"262279","19","UPGRADED: Infirmary","DIPERBARUI: Rumah Sakit"
"262299","86","Don't you ""Hi Becca"" me, with your ""aw, shucks"" small-town charm. I can't believe you!","Bukankah kamu ""Hai Becca"" padaku, dengan pesona kota kecilmu yang ""aw, sial"". Aku tidak percaya padamu!"
"262386","123","I been taking care of myself pretty much my whole life. Mom skipped town when I was four, dad was high more often than not.","Saya telah menjaga diri saya sendiri hampir sepanjang hidup saya. Ibu bolos kota saat aku berumur empat tahun, ayah lebih sering mabuk."
"262510","67","Arrange fireworks outside the perimeter as a potential distraction.","Atur kembang api di luar perimeter sebagai potensi gangguan."
"262578","59","You look like you need to blow off a little steam. Come on.","Sepertinya kamu perlu mengeluarkan sedikit tenaga. Ayo."
"262638","14","Yup. Sure did.","Ya. Tentu saja."
"262653","112","I'm just afraid I'll fuck it up somehow. I mean, I'm a goner anyways, I just want it to be over quick. You know?","Aku hanya takut aku akan mengacaukannya. Maksudku, aku sudah hampir mati, aku hanya ingin ini cepat selesai. Kamu tahu?"
"262766","42","This is... you're gonna want to hear this.","Ini... kamu pasti ingin mendengarnya."
"262809","109","Vienna Cho here with a question for my listeners: Now that the world is ending, what will you miss the least?","Vienna Cho di sini dengan pertanyaan untuk pendengar saya: Sekarang dunia akan berakhir, apa yang paling tidak akan Anda rindukan?"
"262919","32","Negative, negative. Can't do it.","Negatif, negatif. Tidak bisa melakukannya."
"262952","28","You think I don't know that?","Anda pikir saya tidak mengetahuinya?"
"262981","23","Yeah, we're doing this.","Ya, kami sedang melakukan ini."
"263005","45","Ray says he can get us cars when we need 'em.","Ray bilang dia bisa memberi kita mobil saat kita membutuhkannya."
"263051","42","TIP: Press [xi_use] to check for supplies.","TIPS: Tekan [xi_use] untuk memeriksa persediaan."
"263094","10","Found one.","Menemukan satu."
"263111","72","Loud as this thing is, we'll have every zed from here to Danforth on us.","Betapapun kerasnya hal ini, kita akan mendapatkan semua tenaga dari sini hingga Danforth tanpa biaya."
"263184","35","Having a surplus ain't a bad thing.","Memiliki surplus bukanlah hal yang buruk."
"263220","80","Posit one one tango mike papa two five bravo zero five romeo. [message end tone]","Poskan satu satu tango mike papa dua lima bravo nol lima romeo. [nada akhir pesan]"
"263301","44","I think we ought to move our base down here.","Saya pikir kita harus memindahkan markas kita ke sini."
"263346","20","103 HERO Maya Torres","103 PAHLAWAN Maya Torres"
"263367","8","Washburn","luka bakar"
"263376","85","Uh-huh. So we need your father to pick up his research. You think he can handle that?","Uh-hah. Jadi kami membutuhkan ayahmu untuk melanjutkan penelitiannya. Menurutmu dia bisa mengatasinya?"
"263462","36","SURVIVAL TACTICS: Evolving Attitudes","TAKTIK SURVIVAL: Sikap yang Berkembang"
"263499","40","Short-stroke piston reliability. Scoped.","Keandalan piston langkah pendek. Cakupan."
"263540","52","Nice life. I like the old kind, thank you very much.","Kehidupan yang menyenangkan. Saya suka yang lama, terima kasih banyak."
"263604","11","We're done.","Kita sudah selesai."
"263616","27","Zeds are on the south gate!","Zeds ada di gerbang selatan!"
"263644","20","You okay without me?","Kamu baik-baik saja tanpa aku?"
"263665","73","Search the nearby towns for other survivors. Perhaps they'll take you in.","Cari kota-kota terdekat untuk mencari korban selamat lainnya. Mungkin mereka akan menerimamu."
"263739","34","We have a breach on the west side!","Kita mendapat terobosan di sisi barat!"
"263774","18","FAILED: Mercy Shot","GAGAL: Tembakan Rahmat"
"263793","18","Medical Facilities","Fasilitas Medis"
"263812","99","But you gotta figure out a way to deal with that shit. Take it out on the zeds, not the rest of us.","Tapi Anda harus mencari cara untuk mengatasi masalah itu. Keluarkan itu pada zeds, bukan pada kita semua."
"263912","53","PERSONAL SKILL. I'm quicker and more agile than most.","KETERAMPILAN PRIBADI. Saya lebih cepat dan lebih gesit daripada kebanyakan orang."
"263966","13","Make .45 Ammo","Buat .45 Amunisi"
"263980","20","Let's get searching.","Mari kita mencari."
"264001","62","Patrols are back in. No casualties today, but no food, either.","Patroli kembali dilakukan. Tidak ada korban jiwa hari ini, namun juga tidak ada makanan."
"264076","102","Kick attack ([xi_use]) is replaced by a more powerful kick that pushes enemies back and staggers them.","Serangan tendangan ([xi_use]) digantikan dengan tendangan yang lebih kuat yang mendorong musuh ke belakang dan membuat mereka terhuyung."
"264179","9","Charlotte","Charlotte"
"264189","75","Never thought we're gonna have to worry so much about a case of salmonella.","Tidak pernah terpikir kita harus begitu khawatir tentang kasus salmonella."
"264265","20","Take out that feral!","Singkirkan hewan liar itu!"
"264286","107","Well, I'm thinking, if we build a workshop, we can keep our weapons in better repair. Guns included, maybe.","Menurutku, jika kita membangun bengkel, kita bisa menjaga senjata kita tetap dalam kondisi yang lebih baik. Termasuk senjata, mungkin."
"264394","46","Talk to Jacob to start looking for home sites.","Bicaralah dengan Jacob untuk mulai mencari situs rumah."
"264441","28","Cleared a zombie infestation","Membersihkan serangan zombie"
"264470","28","Just trying to be practical.","Hanya mencoba bersikap praktis."
"264499","11","Medical Lab","Laboratorium Medis"
"264511","32","SET UP: Fairgrounds Storage Area","PENYIAPAN: Area Penyimpanan Fairgrounds"
"264544","17","Target confirmed.","Target dikonfirmasi."
"264562","18","RESISTED: Epidemic","DITOLAK: Epidemi"
"264581","21","Goddamn, that's loud.","Sialan, itu keras."
"264603","68","Jesus tap-dancing Christ on a rubber crutch, what is wrong with you?","Yesus menari tap-dancing Kristus dengan tongkat karet, apa yang salah denganmu?"
"264672","35","I've got a few tricks up my sleeve.","Aku punya beberapa trik."
"264708","63","MEDICINE RESOURCE. Meant for emergencies. This probably counts.","SUMBER OBAT. Ditujukan untuk keadaan darurat. Ini mungkin penting."
"264772","53","I was just getting used to these flesh-eating freaks.","Saya baru saja mulai terbiasa dengan orang-orang aneh pemakan daging ini."
"264826","27","Repairs the vehicle's body.","Memperbaiki bodi kendaraan."
"264866","18","Somewhere to hide!","Suatu tempat untuk bersembunyi!"
"264891","39","Good job keeping it together out there.","Kerja bagus menjaganya tetap bersama di luar sana."
"264931","43","Movin' as fast as I can, quit your whining.","Bergerak secepat yang aku bisa, hentikan rengekanmu."
"264975","19","""It's in the hole!""","""Ada di dalam lubang!"""
"264995","19","COMMUNITY: Joy Ride","KOMUNITAS: Joy Ride"
"265015","171","If you're looking to shore up our ammo supplies, we've got no shortage of gun stores around here. Plus just about everybody who lives outside town hunts at least a little.","Jika Anda ingin menambah persediaan amunisi kami, kami punya banyak toko senjata di sekitar sini. Ditambah lagi, hampir semua orang yang tinggal di luar kota setidaknya berburu sedikit."
"265187","112","Hey buddy, you do know that fire is the hot thing that burns stuff. Figure it out and let's go find another one.","Hai sobat, kamu tahu kan kalau api adalah benda panas yang membakar sesuatu. Cari tahu dan ayo cari yang lain."
"265300","35","Look into the strange transmission.","Lihatlah transmisi yang aneh."
"265336","20","Make Steel Pipe Bomb","Membuat Bom Pipa Baja"
"265357","29","We might have a problem here.","Kita mungkin punya masalah di sini."
"265387","57","Ah, negative on that. We've got other problems right now.","Ah, negatif dalam hal itu. Kami punya masalah lain saat ini."
"265445","18","Captain Montressor","Kapten Montressor"
